language,problem_number,suggestion,test_case,output,message
en,19,solution.py,01,True,
en,19,solution.py,02,False,
en,19,solution.py,03,True,
en,19,solution.py,04,False,
en,19,solution.py,05,False,
en,19,solution.py,06,False,
en,19,solution.py,07,False,
en,19,solution.py,08,False,
en,19,solution.py,09,False,
en,19,solution.py,10,False,
en,19,solution.py,11,True,
en,19,solution.py,12,True,
en,19,solution.py,13,True,
en,19,solution.py,14,False,
en,19,solution.py,15,True,
en,19,solution.py,sample_01,False,
en,19,solution.py,sample_02,True,
en,19,solution.py,sample_03,True,
