language,problem_number,suggestion,test_case,output,message
en,09,solution.py,01,False,
en,09,solution.py,02,False,
en,09,solution.py,03,False,
en,09,solution.py,04,False,
en,09,solution.py,05,True,
en,09,solution.py,06,True,
en,09,solution.py,07,False,
en,09,solution.py,08,False,
en,09,solution.py,09,True,
en,09,solution.py,10,True,
en,09,solution.py,11,True,
en,09,solution.py,12,False,
en,09,solution.py,13,False,
en,09,solution.py,14,False,
en,09,solution.py,15,True,
en,09,solution.py,sample_01,True,
en,09,solution.py,sample_02,False,
